Status,Progress,Duration (in seconds),Finished,UserLanguage,StratAcadUES,EffortAcadUES,StratSportsUES,EffortSportsUES,StratParentUES,EffortParentUES,StratDietUES,EffortDietUES,EffortTeamUES,StratTeamUES,StratSalesUES,EffortSalesUES,StratRelationUES,EffortRelationUES,StratAcadUSE,EffortAcadUSE,StratSportsUSE,EffortSportsUSE,StratParentUSE,EffortParentUSE,StratDietUSE,EffortDietUSE,StratTeamUSE,EffortTeamUSE,StratSalesUSE,EffortSalesUSE,StratRelationUSE,EffortRelationUSE,EffortDim1_1,EffortDim1_2,EffortDim1_3,EffortDim2_1,EffortDim2_2,EffortDim2_3,EffortDim3_1,EffortDim3_2,EffortDim3_3,EffortDim4_1,EffortDim4_2,EffortDim4_3,StratDim1_1,StratDim1_2,StratDim1_3,StratDim2_1,StratDim2_2,StratDim2_3,StratDim3_1,StratDim3_2,StratDim3_3,StratDim4_1,StratDim4_2,StratDim4_3,Gender,Race,Race_6_TEXT,Age,Education,FL_134_DO,FL_133_DO,FL_111_DO,FL_26_DO
0,100,500,1,EN,,,,,,,,,,,,,,,2,3,2,3,2,2,2,3,5,5,2,5,2,6,1,1,9,1,1,1,9,9,1,1,9,9,5,1,9,1,9,1,9,9,1,1,9,9,2,1,,61,3,FL_111,,EffortParentingDifficulty-USE|StrategySalesDifficulty-USE|EffortTeamworkDifficulty-USE|StrategyParentingDifficulty-USE|EffortSalesDifficulty-USE|EffortDietDifficulty-USE|StrategySportsDifficulty-USE|StrategyDietDifficulty-USE|EffortAcademicDifficulty-USE|StrategyAcademicDifficulty-USE|StrategyTeamworkDifficulty-USE|StrategyRelationshipDifficulty-USE|EffortSportsDifficulty-USE|EffortRelationshipDifficulty-USE,EffortDimensions|StrategyDimensions
0,100,567,1,EN,2,2,2,2,5,5,2,2,3,2,3,3,2,2,,,,,,,,,,,,,,,1,2,7,1,2,1,7,3,1,1,8,7,7,4,5,3,5,4,8,4,4,3,7,4,2,1,,31,4,FL_133,EffortSportsDifficulty-UES|StrategyDietDifficulty-UES|EffortSalesDifficulty-UES|EffortRelationshipDifficulty-UES|StrategyRelationshipDifficulty-UES|EffortAcademicDifficulty-UES|StrategySportsDifficulty-UES|EffortParentingDifficulty-UES|StrategyTeamworkDifficulty-UES|StrategyAcademicDifficulty-UES|StrategySalesDifficulty-UES|EffortDietDifficulty-UES|EffortTeamworkDifficulty-UES|StrategyParentingDifficulty-UES,,EffortDimensions|StrategyDimensions
0,100,622,1,EN,,,,,,,,,,,,,,,3,3,3,3,5,5,2,2,2,5,2,2,2,2,8,2,8,2,3,2,8,7,5,1,8,5,5,3,6,2,5,5,7,5,5,5,8,5,2,6,Mixed,42,4,FL_111,,StrategySalesDifficulty-USE|StrategyParentingDifficulty-USE|EffortSportsDifficulty-USE|EffortTeamworkDifficulty-USE|StrategySportsDifficulty-USE|StrategyDietDifficulty-USE|EffortRelationshipDifficulty-USE|EffortParentingDifficulty-USE|StrategyRelationshipDifficulty-USE|EffortSalesDifficulty-USE|StrategyTeamworkDifficulty-USE|StrategyAcademicDifficulty-USE|EffortDietDifficulty-USE|EffortAcademicDifficulty-USE,EffortDimensions|StrategyDimensions
0,100,251,1,EN,3,3,3,3,3,6,6,6,6,6,3,3,3,3,,,,,,,,,,,,,,,3,3,6,4,6,2,6,6,4,4,7,7,3,5,6,3,5,5,6,5,5,4,5,5,1,1,,27,5,FL_133,EffortDietDifficulty-UES|EffortTeamworkDifficulty-UES|EffortRelationshipDifficulty-UES|StrategySalesDifficulty-UES|StrategyAcademicDifficulty-UES|EffortParentingDifficulty-UES|StrategyRelationshipDifficulty-UES|EffortSalesDifficulty-UES|EffortSportsDifficulty-UES|StrategySportsDifficulty-UES|StrategyTeamworkDifficulty-UES|EffortAcademicDifficulty-UES|StrategyParentingDifficulty-UES|StrategyDietDifficulty-UES,,EffortDimensions|StrategyDimensions
0,100,474,1,EN,5,1,4,2,3,5,3,5,3,2,4,3,4,3,,,,,,,,,,,,,,,6,5,7,5,6,5,5,6,7,6,5,7,6,4,5,6,6,4,4,6,6,4,6,5,1,1,,33,3,FL_133,EffortParentingDifficulty-UES|StrategySalesDifficulty-UES|EffortAcademicDifficulty-UES|StrategyDietDifficulty-UES|EffortRelationshipDifficulty-UES|StrategyRelationshipDifficulty-UES|StrategyTeamworkDifficulty-UES|StrategySportsDifficulty-UES|EffortSalesDifficulty-UES|EffortDietDifficulty-UES|StrategyParentingDifficulty-UES|EffortTeamworkDifficulty-UES|EffortSportsDifficulty-UES|StrategyAcademicDifficulty-UES,,StrategyDimensions|EffortDimensions
0,100,459,1,EN,,,,,,,,,,,,,,,2,2,5,5,5,5,5,5,5,5,2,2,2,2,1,1,8,1,9,1,9,9,1,1,9,9,2,2,6,3,7,4,5,6,4,4,6,6,1,1,,45,5,FL_111,,StrategyAcademicDifficulty-USE|StrategyParentingDifficulty-USE|EffortSalesDifficulty-USE|EffortAcademicDifficulty-USE|EffortDietDifficulty-USE|StrategySalesDifficulty-USE|StrategyRelationshipDifficulty-USE|EffortParentingDifficulty-USE|StrategySportsDifficulty-USE|StrategyTeamworkDifficulty-USE|StrategyDietDifficulty-USE|EffortTeamworkDifficulty-USE|EffortRelationshipDifficulty-USE|EffortSportsDifficulty-USE,EffortDimensions|StrategyDimensions
0,100,194,1,EN,,,,,,,,,,,,,,,2,3,3,2,1,2,6,3,5,2,4,3,3,1,9,8,8,8,7,8,9,8,8,7,8,8,9,8,8,8,7,8,9,8,7,8,7,8,1,3,,30,6,FL_111,,StrategyParentingDifficulty-USE|EffortParentingDifficulty-USE|EffortSalesDifficulty-USE|StrategySalesDifficulty-USE|StrategyTeamworkDifficulty-USE|StrategyDietDifficulty-USE|EffortSportsDifficulty-USE|EffortAcademicDifficulty-USE|StrategySportsDifficulty-USE|StrategyAcademicDifficulty-USE|EffortTeamworkDifficulty-USE|EffortRelationshipDifficulty-USE|StrategyRelationshipDifficulty-USE|EffortDietDifficulty-USE,StrategyDimensions|EffortDimensions
0,100,657,1,EN,,,,,,,,,,,,,,,1,1,2,2,1,1,2,2,3,2,5,1,2,1,8,5,9,4,6,8,5,5,4,8,7,9,6,2,3,9,8,8,9,7,7,7,2,6,1,1,,29,5,FL_111,,EffortSportsDifficulty-USE|StrategyDietDifficulty-USE|EffortRelationshipDifficulty-USE|StrategyTeamworkDifficulty-USE|StrategyParentingDifficulty-USE|EffortTeamworkDifficulty-USE|EffortSalesDifficulty-USE|StrategySportsDifficulty-USE|StrategySalesDifficulty-USE|EffortAcademicDifficulty-USE|StrategyRelationshipDifficulty-USE|EffortParentingDifficulty-USE|EffortDietDifficulty-USE|StrategyAcademicDifficulty-USE,StrategyDimensions|EffortDimensions
0,100,557,1,EN,2,2,3,3,4,5,3,3,2,4,3,3,3,3,,,,,,,,,,,,,,,7,5,7,5,3,6,6,4,7,6,6,5,5,4,6,6,5,6,7,4,6,6,5,6,1,1,,23,4,FL_133,StrategyParentingDifficulty-UES|StrategyAcademicDifficulty-UES|StrategyDietDifficulty-UES|StrategyTeamworkDifficulty-UES|StrategyRelationshipDifficulty-UES|EffortDietDifficulty-UES|EffortParentingDifficulty-UES|StrategySportsDifficulty-UES|EffortRelationshipDifficulty-UES|EffortSalesDifficulty-UES|EffortAcademicDifficulty-UES|StrategySalesDifficulty-UES|EffortSportsDifficulty-UES|EffortTeamworkDifficulty-UES,,EffortDimensions|StrategyDimensions
0,100,648,1,EN,5,6,3,5,6,6,5,5,2,6,3,3,2,2,,,,,,,,,,,,,,,2,1,7,2,3,2,8,7,3,2,9,7,2,1,7,1,5,2,8,7,2,1,8,7,1,1,,39,5,FL_133,StrategyDietDifficulty-UES|StrategySalesDifficulty-UES|StrategyTeamworkDifficulty-UES|EffortDietDifficulty-UES|EffortRelationshipDifficulty-UES|StrategySportsDifficulty-UES|EffortTeamworkDifficulty-UES|EffortSportsDifficulty-UES|StrategyRelationshipDifficulty-UES|EffortParentingDifficulty-UES|StrategyAcademicDifficulty-UES|EffortSalesDifficulty-UES|StrategyParentingDifficulty-UES|EffortAcademicDifficulty-UES,,StrategyDimensions|EffortDimensions
0,100,350,1,EN,6,2,3,2,6,6,2,2,2,6,3,2,3,5,,,,,,,,,,,,,,,1,1,8,2,8,1,5,9,1,1,9,9,2,2,8,8,5,4,5,2,2,2,8,8,2,1,,37,5,FL_133,EffortRelationshipDifficulty-UES|StrategyDietDifficulty-UES|StrategyParentingDifficulty-UES|StrategySportsDifficulty-UES|EffortDietDifficulty-UES|EffortParentingDifficulty-UES|StrategySalesDifficulty-UES|StrategyRelationshipDifficulty-UES|StrategyTeamworkDifficulty-UES|EffortAcademicDifficulty-UES|EffortTeamworkDifficulty-UES|StrategyAcademicDifficulty-UES|EffortSalesDifficulty-UES|EffortSportsDifficulty-UES,,StrategyDimensions|EffortDimensions
0,100,596,1,EN,,,,,,,,,,,,,,,2,3,2,3,2,6,2,3,2,3,2,3,2,6,1,1,4,1,8,1,5,9,1,1,9,8,7,2,9,2,4,8,8,5,4,3,8,4,2,"1,2",,22,5,FL_111,,StrategySalesDifficulty-USE|EffortAcademicDifficulty-USE|StrategySportsDifficulty-USE|EffortSportsDifficulty-USE|EffortParentingDifficulty-USE|EffortSalesDifficulty-USE|StrategyTeamworkDifficulty-USE|EffortTeamworkDifficulty-USE|StrategyParentingDifficulty-USE|StrategyAcademicDifficulty-USE|StrategyRelationshipDifficulty-USE|EffortDietDifficulty-USE|StrategyDietDifficulty-USE|EffortRelationshipDifficulty-USE,StrategyDimensions|EffortDimensions
0,100,605,1,EN,2,2,2,5,2,5,2,5,2,6,3,4,2,2,,,,,,,,,,,,,,,2,2,8,2,8,1,9,8,1,1,9,8,8,2,7,2,7,5,8,6,3,2,9,6,1,1,,73,5,FL_133,StrategyTeamworkDifficulty-UES|StrategySalesDifficulty-UES|EffortSalesDifficulty-UES|EffortAcademicDifficulty-UES|StrategyDietDifficulty-UES|StrategyAcademicDifficulty-UES|EffortTeamworkDifficulty-UES|EffortParentingDifficulty-UES|EffortDietDifficulty-UES|EffortRelationshipDifficulty-UES|StrategySportsDifficulty-UES|StrategyParentingDifficulty-UES|StrategyRelationshipDifficulty-UES|EffortSportsDifficulty-UES,,StrategyDimensions|EffortDimensions
0,100,435,1,EN,6,6,3,5,3,2,6,2,2,3,3,2,3,5,,,,,,,,,,,,,,,4,4,6,4,5,4,8,5,5,5,8,5,5,2,5,2,8,2,8,2,2,2,8,8,1,1,,44,5,FL_133,EffortAcademicDifficulty-UES|EffortParentingDifficulty-UES|EffortSportsDifficulty-UES|EffortDietDifficulty-UES|StrategySportsDifficulty-UES|StrategySalesDifficulty-UES|EffortSalesDifficulty-UES|StrategyTeamworkDifficulty-UES|EffortTeamworkDifficulty-UES|StrategyAcademicDifficulty-UES|StrategyRelationshipDifficulty-UES|StrategyDietDifficulty-UES|StrategyParentingDifficulty-UES|EffortRelationshipDifficulty-UES,,StrategyDimensions|EffortDimensions
0,100,601,1,EN,6,6,3,3,3,3,6,6,6,6,3,3,5,5,,,,,,,,,,,,,,,5,1,8,1,9,3,7,9,1,2,9,8,4,2,7,2,8,3,9,8,3,2,9,8,2,1,,49,3,FL_133,EffortTeamworkDifficulty-UES|StrategyParentingDifficulty-UES|StrategySalesDifficulty-UES|StrategyTeamworkDifficulty-UES|StrategySportsDifficulty-UES|EffortRelationshipDifficulty-UES|StrategyDietDifficulty-UES|EffortDietDifficulty-UES|EffortSalesDifficulty-UES|EffortSportsDifficulty-UES|EffortParentingDifficulty-UES|StrategyAcademicDifficulty-UES|StrategyRelationshipDifficulty-UES|EffortAcademicDifficulty-UES,,EffortDimensions|StrategyDimensions
0,100,615,1,EN,6,6,3,2,2,2,5,5,3,3,3,3,3,3,,,,,,,,,,,,,,,1,1,9,1,9,1,9,9,1,1,9,9,5,2,8,2,7,2,8,8,2,2,8,8,2,1,,49,5,FL_133,StrategyDietDifficulty-UES|EffortSportsDifficulty-UES|StrategyParentingDifficulty-UES|StrategyRelationshipDifficulty-UES|EffortDietDifficulty-UES|EffortSalesDifficulty-UES|StrategyAcademicDifficulty-UES|StrategySportsDifficulty-UES|EffortParentingDifficulty-UES|EffortRelationshipDifficulty-UES|StrategyTeamworkDifficulty-UES|EffortTeamworkDifficulty-UES|EffortAcademicDifficulty-UES|StrategySalesDifficulty-UES,,EffortDimensions|StrategyDimensions
0,100,660,1,EN,3,2,3,2,5,3,6,6,6,6,3,3,3,3,,,,,,,,,,,,,,,7,4,8,4,6,5,9,5,5,2,9,5,4,3,8,3,5,4,9,5,4,3,9,5,2,5,,44,7,FL_133,StrategyAcademicDifficulty-UES|EffortParentingDifficulty-UES|StrategySportsDifficulty-UES|EffortDietDifficulty-UES|EffortRelationshipDifficulty-UES|EffortSportsDifficulty-UES|StrategySalesDifficulty-UES|StrategyRelationshipDifficulty-UES|EffortAcademicDifficulty-UES|StrategyTeamworkDifficulty-UES|EffortTeamworkDifficulty-UES|StrategyDietDifficulty-UES|EffortSalesDifficulty-UES|StrategyParentingDifficulty-UES,,EffortDimensions|StrategyDimensions
0,100,381,1,EN,,,,,,,,,,,,,,,6,5,3,6,5,5,2,2,4,4,5,5,6,6,1,1,1,1,9,1,8,9,1,1,7,9,1,1,4,1,9,1,5,9,1,1,7,9,2,1,,28,5,FL_111,,StrategySportsDifficulty-USE|EffortRelationshipDifficulty-USE|StrategySalesDifficulty-USE|StrategyDietDifficulty-USE|StrategyParentingDifficulty-USE|EffortTeamworkDifficulty-USE|StrategyAcademicDifficulty-USE|StrategyTeamworkDifficulty-USE|EffortAcademicDifficulty-USE|EffortSalesDifficulty-USE|StrategyRelationshipDifficulty-USE|EffortDietDifficulty-USE|EffortSportsDifficulty-USE|EffortParentingDifficulty-USE,EffortDimensions|StrategyDimensions
0,100,585,1,EN,6,2,3,3,6,3,3,6,6,6,3,3,2,3,,,,,,,,,,,,,,,1,1,7,1,9,1,9,9,1,1,9,9,1,1,9,1,5,1,9,9,1,1,9,9,1,2,,32,5,FL_133,StrategyAcademicDifficulty-UES|EffortTeamworkDifficulty-UES|EffortParentingDifficulty-UES|EffortAcademicDifficulty-UES|EffortRelationshipDifficulty-UES|StrategySalesDifficulty-UES|EffortSalesDifficulty-UES|EffortDietDifficulty-UES|StrategyDietDifficulty-UES|StrategyRelationshipDifficulty-UES|EffortSportsDifficulty-UES|StrategyParentingDifficulty-UES|StrategyTeamworkDifficulty-UES|StrategySportsDifficulty-UES,,EffortDimensions|StrategyDimensions
0,100,732,1,EN,,,,,,,,,,,,,,,5,5,3,3,2,2,5,5,2,2,2,2,3,3,2,1,7,2,9,1,7,9,1,1,8,8,6,2,5,2,5,3,7,6,3,2,7,6,1,1,,45,4,FL_111,,StrategySalesDifficulty-USE|StrategyParentingDifficulty-USE|StrategyAcademicDifficulty-USE|StrategySportsDifficulty-USE|EffortRelationshipDifficulty-USE|EffortDietDifficulty-USE|StrategyTeamworkDifficulty-USE|StrategyRelationshipDifficulty-USE|EffortSalesDifficulty-USE|EffortSportsDifficulty-USE|EffortTeamworkDifficulty-USE|EffortAcademicDifficulty-USE|EffortParentingDifficulty-USE|StrategyDietDifficulty-USE,EffortDimensions|StrategyDimensions
0,100,718,1,EN,6,6,3,3,6,6,6,6,6,6,3,3,2,2,,,,,,,,,,,,,,,1,2,6,2,8,2,8,9,2,2,8,8,2,2,7,1,9,1,8,8,1,2,8,8,1,1,,42,4,FL_133,EffortTeamworkDifficulty-UES|EffortDietDifficulty-UES|EffortAcademicDifficulty-UES|StrategySportsDifficulty-UES|StrategyAcademicDifficulty-UES|StrategyParentingDifficulty-UES|EffortRelationshipDifficulty-UES|EffortParentingDifficulty-UES|StrategyDietDifficulty-UES|StrategyTeamworkDifficulty-UES|EffortSalesDifficulty-UES|StrategySalesDifficulty-UES|EffortSportsDifficulty-UES|StrategyRelationshipDifficulty-UES,,StrategyDimensions|EffortDimensions
0,100,718,1,EN,1,2,2,2,1,2,1,1,1,2,1,1,1,1,,,,,,,,,,,,,,,3,2,3,2,3,2,2,2,2,9,9,8,3,5,3,3,2,3,2,3,2,2,3,2,1,3,,35,6,FL_133,EffortRelationshipDifficulty-UES|StrategyDietDifficulty-UES|StrategyAcademicDifficulty-UES|StrategyTeamworkDifficulty-UES|StrategyParentingDifficulty-UES|StrategySportsDifficulty-UES|EffortDietDifficulty-UES|EffortSportsDifficulty-UES|EffortSalesDifficulty-UES|EffortTeamworkDifficulty-UES|StrategySalesDifficulty-UES|EffortAcademicDifficulty-UES|StrategyRelationshipDifficulty-UES|EffortParentingDifficulty-UES,,StrategyDimensions|EffortDimensions
0,100,700,1,EN,,,,,,,,,,,,,,,2,2,2,3,3,3,5,3,2,2,2,2,2,2,3,2,5,3,8,2,7,8,2,2,8,9,5,4,8,1,5,5,5,5,5,4,8,5,1,1,,39,5,FL_111,,StrategyRelationshipDifficulty-USE|EffortParentingDifficulty-USE|EffortTeamworkDifficulty-USE|EffortSalesDifficulty-USE|StrategySalesDifficulty-USE|StrategySportsDifficulty-USE|EffortRelationshipDifficulty-USE|StrategyDietDifficulty-USE|EffortSportsDifficulty-USE|StrategyTeamworkDifficulty-USE|EffortAcademicDifficulty-USE|StrategyParentingDifficulty-USE|EffortDietDifficulty-USE|StrategyAcademicDifficulty-USE,EffortDimensions|StrategyDimensions
0,100,685,1,EN,,,,,,,,,,,,,,,5,3,2,3,6,6,3,3,5,5,2,2,2,2,1,1,9,1,9,1,9,9,1,1,9,9,1,1,8,1,6,1,8,8,1,1,9,8,1,1,,51,4,FL_111,,EffortAcademicDifficulty-USE|EffortSalesDifficulty-USE|EffortTeamworkDifficulty-USE|StrategySalesDifficulty-USE|EffortDietDifficulty-USE|StrategySportsDifficulty-USE|StrategyTeamworkDifficulty-USE|StrategyAcademicDifficulty-USE|StrategyDietDifficulty-USE|StrategyRelationshipDifficulty-USE|EffortParentingDifficulty-USE|EffortRelationshipDifficulty-USE|EffortSportsDifficulty-USE|StrategyParentingDifficulty-USE,StrategyDimensions|EffortDimensions
0,100,740,1,EN,,,,,,,,,,,,,,,2,2,2,2,2,2,2,6,5,5,5,3,2,2,2,2,9,2,8,3,7,8,2,2,8,5,4,1,8,2,3,2,7,7,3,2,8,5,1,3,,45,6,FL_111,,EffortSportsDifficulty-USE|StrategyRelationshipDifficulty-USE|StrategyTeamworkDifficulty-USE|EffortRelationshipDifficulty-USE|StrategySportsDifficulty-USE|EffortDietDifficulty-USE|EffortAcademicDifficulty-USE|StrategyAcademicDifficulty-USE|StrategyParentingDifficulty-USE|EffortParentingDifficulty-USE|EffortTeamworkDifficulty-USE|EffortSalesDifficulty-USE|StrategyDietDifficulty-USE|StrategySalesDifficulty-USE,EffortDimensions|StrategyDimensions
0,100,624,1,EN,,,,,,,,,,,,,,,6,3,6,1,1,5,5,6,5,6,2,5,2,2,3,2,2,3,5,4,4,5,5,4,8,8,8,3,7,2,4,4,8,7,7,7,8,8,1,3,,29,6,FL_111,,EffortSportsDifficulty-USE|EffortRelationshipDifficulty-USE|EffortParentingDifficulty-USE|StrategySportsDifficulty-USE|StrategyDietDifficulty-USE|StrategySalesDifficulty-USE|StrategyRelationshipDifficulty-USE|StrategyAcademicDifficulty-USE|StrategyParentingDifficulty-USE|StrategyTeamworkDifficulty-USE|EffortDietDifficulty-USE|EffortAcademicDifficulty-USE|EffortSalesDifficulty-USE|EffortTeamworkDifficulty-USE,EffortDimensions|StrategyDimensions
0,100,485,1,EN,,,,,,,,,,,,,,,2,2,6,3,2,2,3,3,5,5,2,2,2,2,2,2,5,3,7,2,6,7,2,2,6,6,3,3,5,3,3,4,6,4,4,5,4,4,1,1,,36,5,FL_111,,StrategySportsDifficulty-USE|StrategyAcademicDifficulty-USE|EffortSalesDifficulty-USE|StrategyRelationshipDifficulty-USE|StrategyDietDifficulty-USE|EffortTeamworkDifficulty-USE|EffortRelationshipDifficulty-USE|StrategySalesDifficulty-USE|EffortAcademicDifficulty-USE|EffortSportsDifficulty-USE|StrategyTeamworkDifficulty-USE|EffortDietDifficulty-USE|StrategyParentingDifficulty-USE|EffortParentingDifficulty-USE,StrategyDimensions|EffortDimensions
0,100,205,1,EN,,,,,,,,,,,,,,,5,3,3,3,3,3,3,3,2,2,2,2,3,3,2,2,5,3,8,3,7,8,2,2,8,8,2,2,8,2,8,3,8,8,2,2,8,8,1,5,,28,5,FL_111,,EffortParentingDifficulty-USE|EffortRelationshipDifficulty-USE|EffortTeamworkDifficulty-USE|EffortAcademicDifficulty-USE|EffortSalesDifficulty-USE|EffortSportsDifficulty-USE|StrategyAcademicDifficulty-USE|StrategySportsDifficulty-USE|StrategyRelationshipDifficulty-USE|EffortDietDifficulty-USE|StrategyTeamworkDifficulty-USE|StrategySalesDifficulty-USE|StrategyDietDifficulty-USE|StrategyParentingDifficulty-USE,EffortDimensions|StrategyDimensions
0,100,516,1,EN,3,2,2,2,3,2,3,5,2,3,3,3,3,3,,,,,,,,,,,,,,,3,1,9,1,3,1,1,9,1,1,9,9,3,1,9,3,3,3,3,9,2,1,9,9,1,1,,32,3,FL_133,EffortAcademicDifficulty-UES|EffortDietDifficulty-UES|EffortParentingDifficulty-UES|EffortSportsDifficulty-UES|StrategyParentingDifficulty-UES|StrategyRelationshipDifficulty-UES|StrategySalesDifficulty-UES|EffortRelationshipDifficulty-UES|StrategyAcademicDifficulty-UES|StrategyDietDifficulty-UES|StrategyTeamworkDifficulty-UES|StrategySportsDifficulty-UES|EffortTeamworkDifficulty-UES|EffortSalesDifficulty-UES,,EffortDimensions|StrategyDimensions
0,100,358,1,EN,,,,,,,,,,,,,,,2,5,6,6,5,3,5,3,5,5,5,6,3,6,2,1,9,1,9,1,9,9,1,1,9,9,9,1,9,1,7,2,9,7,2,1,9,5,2,1,,35,5,FL_111,,EffortTeamworkDifficulty-USE|EffortParentingDifficulty-USE|EffortAcademicDifficulty-USE|EffortRelationshipDifficulty-USE|StrategyAcademicDifficulty-USE|StrategyParentingDifficulty-USE|StrategyRelationshipDifficulty-USE|EffortSportsDifficulty-USE|StrategyDietDifficulty-USE|StrategySalesDifficulty-USE|EffortSalesDifficulty-USE|EffortDietDifficulty-USE|StrategyTeamworkDifficulty-USE|StrategySportsDifficulty-USE,StrategyDimensions|EffortDimensions
0,100,313,1,EN,6,2,5,2,1,2,4,4,4,5,5,1,2,1,,,,,,,,,,,,,,,7,6,5,6,7,5,6,7,8,9,8,7,8,7,6,6,7,8,8,7,6,6,7,9,1,3,,30,6,FL_133,EffortTeamworkDifficulty-UES|StrategyRelationshipDifficulty-UES|StrategySportsDifficulty-UES|EffortAcademicDifficulty-UES|StrategyTeamworkDifficulty-UES|EffortRelationshipDifficulty-UES|StrategyDietDifficulty-UES|StrategyAcademicDifficulty-UES|EffortSalesDifficulty-UES|EffortParentingDifficulty-UES|EffortDietDifficulty-UES|EffortSportsDifficulty-UES|StrategySalesDifficulty-UES|StrategyParentingDifficulty-UES,,StrategyDimensions|EffortDimensions
0,100,792,1,EN,,,,,,,,,,,,,,,5,6,5,3,5,5,3,5,2,5,2,5,2,6,1,2,8,1,8,1,9,8,1,1,9,9,2,1,8,2,3,5,9,3,2,6,9,3,2,1,,45,4,FL_111,,EffortSportsDifficulty-USE|EffortParentingDifficulty-USE|StrategyParentingDifficulty-USE|StrategyRelationshipDifficulty-USE|EffortDietDifficulty-USE|EffortRelationshipDifficulty-USE|EffortTeamworkDifficulty-USE|StrategySportsDifficulty-USE|StrategyAcademicDifficulty-USE|StrategyDietDifficulty-USE|StrategySalesDifficulty-USE|EffortSalesDifficulty-USE|EffortAcademicDifficulty-USE|StrategyTeamworkDifficulty-USE,StrategyDimensions|EffortDimensions
0,100,785,1,EN,,,,,,,,,,,,,,,3,3,5,5,3,3,5,5,2,5,2,2,3,3,3,1,5,1,5,2,9,9,1,1,9,5,2,2,5,1,3,1,8,5,1,1,9,5,1,1,,24,3,FL_111,,EffortTeamworkDifficulty-USE|EffortAcademicDifficulty-USE|EffortDietDifficulty-USE|EffortSportsDifficulty-USE|StrategySalesDifficulty-USE|EffortRelationshipDifficulty-USE|StrategySportsDifficulty-USE|StrategyDietDifficulty-USE|StrategyTeamworkDifficulty-USE|StrategyParentingDifficulty-USE|StrategyAcademicDifficulty-USE|StrategyRelationshipDifficulty-USE|EffortParentingDifficulty-USE|EffortSalesDifficulty-USE,StrategyDimensions|EffortDimensions
0,100,437,1,EN,4,5,2,3,4,6,2,1,1,5,5,2,1,2,,,,,,,,,,,,,,,1,2,9,7,9,8,8,7,8,7,9,8,1,2,8,8,7,8,2,3,2,9,8,8,1,3,,30,6,FL_133,EffortAcademicDifficulty-UES|StrategyRelationshipDifficulty-UES|EffortSalesDifficulty-UES|StrategyAcademicDifficulty-UES|EffortDietDifficulty-UES|StrategyTeamworkDifficulty-UES|EffortParentingDifficulty-UES|EffortTeamworkDifficulty-UES|EffortRelationshipDifficulty-UES|EffortSportsDifficulty-UES|StrategyParentingDifficulty-UES|StrategySportsDifficulty-UES|StrategySalesDifficulty-UES|StrategyDietDifficulty-UES,,StrategyDimensions|EffortDimensions
0,100,817,1,EN,6,6,3,2,6,6,6,6,3,3,3,3,3,3,,,,,,,,,,,,,,,2,2,5,2,7,2,5,7,2,2,8,7,5,3,7,4,5,5,7,6,5,3,8,6,1,1,,35,6,FL_133,StrategyDietDifficulty-UES|EffortSportsDifficulty-UES|StrategyTeamworkDifficulty-UES|EffortRelationshipDifficulty-UES|EffortDietDifficulty-UES|StrategyAcademicDifficulty-UES|EffortSalesDifficulty-UES|EffortParentingDifficulty-UES|StrategyRelationshipDifficulty-UES|StrategyParentingDifficulty-UES|StrategySportsDifficulty-UES|EffortTeamworkDifficulty-UES|StrategySalesDifficulty-UES|EffortAcademicDifficulty-UES,,EffortDimensions|StrategyDimensions
0,100,503,1,EN,6,2,3,5,6,2,2,2,6,6,3,2,3,2,,,,,,,,,,,,,,,2,2,7,2,2,2,8,2,2,2,8,2,2,4,4,4,4,3,2,3,2,4,6,3,1,1,,32,4,FL_133,StrategyRelationshipDifficulty-UES|EffortAcademicDifficulty-UES|EffortTeamworkDifficulty-UES|StrategyAcademicDifficulty-UES|EffortRelationshipDifficulty-UES|EffortDietDifficulty-UES|EffortSportsDifficulty-UES|StrategySportsDifficulty-UES|StrategySalesDifficulty-UES|StrategyDietDifficulty-UES|EffortSalesDifficulty-UES|StrategyParentingDifficulty-UES|EffortParentingDifficulty-UES|StrategyTeamworkDifficulty-UES,,EffortDimensions|StrategyDimensions
0,100,824,1,EN,,,,,,,,,,,,,,,2,6,5,6,5,5,5,3,5,3,5,5,5,2,4,3,7,3,3,2,6,5,2,4,5,6,6,2,7,2,2,5,8,5,5,2,8,4,2,5,,31,5,FL_111,,EffortParentingDifficulty-USE|StrategySportsDifficulty-USE|EffortSalesDifficulty-USE|EffortAcademicDifficulty-USE|StrategyAcademicDifficulty-USE|EffortRelationshipDifficulty-USE|StrategyDietDifficulty-USE|StrategySalesDifficulty-USE|EffortTeamworkDifficulty-USE|EffortSportsDifficulty-USE|StrategyTeamworkDifficulty-USE|StrategyRelationshipDifficulty-USE|EffortDietDifficulty-USE|StrategyParentingDifficulty-USE,StrategyDimensions|EffortDimensions
