ID,AptAdviceFail,AptExpectancyFail,AptAdviceSucc,AptExpectancySucc,EffortAdviceFail,EffortExpectancyFail,EffortAdviceSucc,EffortExpectancySucc,StratAdviseFail,StratExpectancyFail,StratAdviceSucc,StratExpectancySucc,Actions,Investigate,Invest,Switch,Transfer,Expectancy,AptOut,AptVar,AptUncon,EffortOut,EffortVar,EffortUncon,MoodOut,MoodVar,MoodUncon,StratOut,StratVar,StratUncon,LuckOut,LuckVar,LuckUncon,TaskOut,TaskVar,TaskUncon,SMS1,SMS2,SMS3,SMS4,SMS5,SMS6,SMS7,SMS8,SMS,SMO1,SMO2,SMO3,SMO,SO1,SO2,SO3,SO4,SO,Gender,Race_1,Race_2,Race_3,Race_4,Race_4_TEXT,Race_5,Race_7,Age,Education,Scenario,Valence,Attribution,DO-BR-FL_26,DO-BL-SO,Redo_Val,Redo_Den,Redo_Final,Method_Val,Method_Den,Method_Final,BruteForce_Val,BruteForce_Den,BruteForce_Final,TangibleRewards_Val,TangibleRewards_Den,TangibleRewards_Final,Threat_Val,Threat_Den,Threat_Final,Redo_Den2,Redo_Val2,Redo_Final2,BruteForce_Den2,BruteForce_Val2,BruteForce_Final2
115,,,I would accept the proposal and probably submit a promotion request. ,10,,,,,,,,,I would accept the proposal and probably submit a promotion request. ,0,0,0,0,10,1,4,6,1,4,1,1,7,4,3,4,2,4,4,7,7,4,5,4,4,4,2,5,4,4,4,3.875,5,5,5,5,4,3,4,4,3.75,2,1,,,,,,,32,5,Aptitude Scenario Success,Success,Aptitude,Strategy Dimensions|Luck Dimensions|Effort Dimensions|Aptitude Dimensions|Task Dimensions|Mood Dimensions,Q90|SO2|SO1|SO4|SO3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
116,,,,,,,,,,,"I would let the employee know that he's a great employee, and that I would present this to the board letting them know that it was him who brought this to me.",10,"I would let the employee know that he's a great employee, and that I would present this to the board letting them know that it was him who brought this to me.",0,0,0,0,10,3,6,4,1,1,1,1,7,4,2,6,2,4,7,6,7,7,5,4,4,2,3,3,3,3,3,3.125,3,3,2,2.666666667,2,2,1,2,1.75,1,1,,,,,,,61,3,Strategy Scenario Success,Success,Strategy,Mood Dimensions|Luck Dimensions|Task Dimensions|Effort Dimensions|Strategy Dimensions|Aptitude Dimensions,Q90|SO4|SO2|SO3|SO1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,,,,,,,I would tell the employee that I really appreciated the effort. and make a special effort to call attention to their good work. ,9,,,,,I would tell the employee that I really appreciated the effort. and make a special effort to call attention to their good work. ,0,0,0,0,9,1,5,3,2,4,1,2,5,3,2,3,2,7,4,7,6,2,5,3,4,3,2,2,3,4,3,3,5,6,5,5.333333333,4,4,4,3,3.75,2,1,,,,,,,26,5,Effort Scenario Success,Success,Effort,Luck Dimensions|Strategy Dimensions|Effort Dimensions|Task Dimensions|Mood Dimensions|Aptitude Dimensions,Q90|SO3|SO4|SO2|SO1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
118,,,,,,,I would ask permission to get approval if needed to proceed with the proposal. I would want them to be involved in getting this started.  ,11,,,,,I would ask permission to get approval if needed to proceed with the proposal. I would want them to be involved in getting this started.  ,0,0,0,0,11,7,7,1,1,1,1,1,7,1,7,7,1,7,7,7,7,7,5,3,3,3,2,3,3,3,3,2.875,5,5,5,5,3,4,3,3,3.25,1,1,,,,,,,35,6,Effort Scenario Success,Success,Effort,Luck Dimensions|Effort Dimensions|Task Dimensions|Mood Dimensions|Strategy Dimensions|Aptitude Dimensions,Q90|SO1|SO4|SO2|SO3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,,,,,,,I would make sure the employee is commended for the task and recommend him or her for any promotions or bonuses that are available at the company.,10,,,,,I would make sure the employee is commended for the task and recommend him or her for any promotions or bonuses that are available at the company.,0,0,0,0,10,1,5,3,1,7,1,1,7,1,1,6,1,7,7,4,7,6,5,4,4,4,4,4,4,4,4,4,4,2,3,3,4,4,4,4,4,2,,,,,,,1,36,4,Effort Scenario Success,Success,Effort,Task Dimensions|Aptitude Dimensions|Luck Dimensions|Strategy Dimensions|Mood Dimensions|Effort Dimensions,Q90|SO2|SO3|SO4|SO1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
120,,,,,,,,,,,I would showcase the proposal to my bosses and present why it is an effective strategy. I would be sure to give credit to my employee who created it. ,10,I would showcase the proposal to my bosses and present why it is an effective strategy. I would be sure to give credit to my employee who created it. ,0,0,0,0,10,4,5,3,2,3,2,3,4,4,5,6,2,5,5,5,6,6,5,4,4,4,3,3,3,3,4,3.5,6,6,6,6,3,4,4,3,3.5,2,1,,,,,,,30,5,Strategy Scenario Success,Success,Strategy,Aptitude Dimensions|Strategy Dimensions|Mood Dimensions|Luck Dimensions|Task Dimensions|Effort Dimensions,Q90|SO1|SO2|SO3|SO4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,"call them in to discuss it. If no satisfactory reasons for low quality, consider firing them",6,,,,,,,,,,,"call them in to discuss it. If no satisfactory reasons for low quality, consider firing them",1,0,0,1,6,2,5,5,2,4,2,2,6,4,2,4,4,7,7,7,5,5,5,3,4,3,2,3,4,4,3,3.25,3,2,2,2.333333333,3,4,2,3,3,2,1,1,,,,,,33,4,Aptitude Scenario Fail,Fail,Aptitude,Strategy Dimensions|Luck Dimensions|Task Dimensions|Mood Dimensions|Aptitude Dimensions|Effort Dimensions,Q90|SO2|SO4|SO1|SO3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
122,,,"As a result of my employees submitted a very high quality proposal to the showcase, I would want to reward them in the best way that I can. I believe that hard work should always pay off and be rewarded.",10,,,,,,,,,"As a result of my employees submitted a very high quality proposal to the showcase, I would want to reward them in the best way that I can. I believe that hard work should always pay off and be rewarded.",0,0,0,0,10,1,4,1,3,2,1,6,2,1,1,1,1,1,4,6,4,6,5,4,4,3,5,4,4,5,5,4.25,4,6,5,5,4,5,4,4,4.25,1,1,,,,,,,34,6,Aptitude Scenario Success,Success,Aptitude,Mood Dimensions|Luck Dimensions|Strategy Dimensions|Task Dimensions|Aptitude Dimensions|Effort Dimensions,Q90|SO2|SO3|SO4|SO1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
123,,,,,,,,,,,I would praise them for their work and show them that they are truly appreciated. I would want them to continue with their high quality work so it is important that they feel appreciated and valued. ,10,I would praise them for their work and show them that they are truly appreciated. I would want them to continue with their high quality work so it is important that they feel appreciated and valued. ,0,0,0,0,10,3,2,4,1,4,1,1,7,4,2,6,2,7,6,7,7,3,5,3,3,4,2,4,3,4,4,3.375,3,3,4,3.333333333,3,5,3,3,3.5,2,1,,,,,,,26,5,Strategy Scenario Success,Success,Strategy,Luck Dimensions|Effort Dimensions|Strategy Dimensions|Aptitude Dimensions|Task Dimensions|Mood Dimensions,Q90|SO3|SO2|SO4|SO1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,,,,,,,,,"I would talk to the employee and ask them if they think there is anything they could do to make the proposal better. I would point out the short comings of the proposal, and try to use it as a teachable moment. It's in my interest that I help this person to improve their work rather than shoot them down. ",10,,,"I would talk to the employee and ask them if they think there is anything they could do to make the proposal better. I would point out the short comings of the proposal, and try to use it as a teachable moment. It's in my interest that I help this person to improve their work rather than shoot them down. ",0,0,0,0,10,1,7,5,1,7,1,1,7,3,1,5,1,5,7,7,2,7,5,4,5,4,3,4,5,4,5,4.25,7,6,7,6.666666667,4,4,4,4,4,2,1,,,,,,,33,6,Strategy Scenario Fail,Fail,Strategy,Task Dimensions|Aptitude Dimensions|Strategy Dimensions|Effort Dimensions|Mood Dimensions|Luck Dimensions,Q90|SO2|SO1|SO3|SO4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,,,,,,,,,,,I would compliment the employee and continue to give her important work. I'd acknowledge her efforts in the presentation. I'd give her good annual review and a raise at the appropriate time.,10,I would compliment the employee and continue to give her important work. I'd acknowledge her efforts in the presentation. I'd give her good annual review and a raise at the appropriate time.,0,0,0,0,10,3,2,5,1,4,2,3,7,4,2,6,2,6,7,7,5,4,5,4,4,4,2,4,4,4,4,3.75,6,6,6,6,4,5,5,4,4.5,2,1,,,,,,,37,5,Strategy Scenario Success,Success,Strategy,Luck Dimensions|Effort Dimensions|Strategy Dimensions|Aptitude Dimensions|Task Dimensions|Mood Dimensions,Q90|SO3|SO4|SO2|SO1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
126,,,,,,,I would be sure to mention the hard work that the employ put into the project when I was presenting it to the higher ups in the company,9,,,,,I would be sure to mention the hard work that the employ put into the project when I was presenting it to the higher ups in the company,0,0,0,0,9,3,5,3,1,7,1,2,7,4,3,6,3,6,7,7,6,7,5,3,2,3,3,4,4,4,4,3.375,5,4,4,4.333333333,3,3,3,4,3.25,2,1,,,,,,,37,4,Effort Scenario Success,Success,Effort,Aptitude Dimensions|Mood Dimensions|Luck Dimensions|Strategy Dimensions|Effort Dimensions|Task Dimensions,Q90|SO2|SO1|SO3|SO4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
127,,,,,,,I would highlight and showcase this employee during the presentation.,11,,,,,I would highlight and showcase this employee during the presentation.,0,0,0,0,11,1,1,7,1,1,4,1,7,4,1,1,4,7,7,7,7,7,5,5,5,5,1,5,5,5,5,4.5,7,7,7,7,3,3,3,4,3.25,2,1,,,,,,,34,4,Effort Scenario Success,Success,Effort,Effort Dimensions|Task Dimensions|Strategy Dimensions|Aptitude Dimensions|Luck Dimensions|Mood Dimensions,Q90|SO3|SO4|SO1|SO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,,,,,I would have a talk with this employee. Ask them if they actually thought their work was acceptable to turn in. Rejection without proper feedback won't teach them anything except that they're wrong in their work.,6,,,,,,,I would have a talk with this employee. Ask them if they actually thought their work was acceptable to turn in. Rejection without proper feedback won't teach them anything except that they're wrong in their work.,0,0,0,0,6,1,3,1,1,5,1,1,7,1,2,4,4,7,7,7,3,5,5,4,3,3,3,4,3,4,5,3.625,6,6,6,6,3,3,3,3,3,1,1,,,,,,,26,3,Effort Scenario Fail,Fail,Effort,Mood Dimensions|Strategy Dimensions|Effort Dimensions|Luck Dimensions|Task Dimensions|Aptitude Dimensions,Q90|SO4|SO1|SO3|SO2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,,,I would thank the employee and tell them that they did a great job. I might also invite them to join me in showcasing this proposal. I would also make sure to credit them for the proposal. ,9,,,,,,,,,I would thank the employee and tell them that they did a great job. I might also invite them to join me in showcasing this proposal. I would also make sure to credit them for the proposal. ,0,0,0,0,9,1,2,2,1,3,1,1,6,2,3,5,3,7,7,7,3,6,5,3,3,3,2,4,3,4,4,3.25,2,2,3,2.333333333,4,4,3,3,3.5,2,1,,,,,,,39,3,Aptitude Scenario Success,Success,Aptitude,Task Dimensions|Effort Dimensions|Strategy Dimensions|Aptitude Dimensions|Luck Dimensions|Mood Dimensions,Q90|SO4|SO3|SO1|SO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,,,,,In this situation is worst. The low quality of my plan is reject for the improve. The employee is not bad work of the work.,8,,,,,,,In this situation is worst. The low quality of my plan is reject for the improve. The employee is not bad work of the work.,0,0,0,0,8,3,5,4,3,5,2,3,5,5,3,4,4,4,3,5,3,5,5,4,5,3,4,3,4,4,5,4,6,5,6,5.666666667,4,3,4,5,4,2,,,,,,,1,25,5,Effort Scenario Fail,Fail,Effort,Task Dimensions|Luck Dimensions|Mood Dimensions|Aptitude Dimensions|Effort Dimensions|Strategy Dimensions,Q90|SO3|SO4|SO2|SO1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,,,"I would be delighted that one of my employees was producing such high quality work.  I believe that employees reflect on their managers.  I would be very supportive behind the scenes as well as with the employee, and I would help them package their work in a way that increased the chance of success.",10,,,,,,,,,"I would be delighted that one of my employees was producing such high quality work.  I believe that employees reflect on their managers.  I would be very supportive behind the scenes as well as with the employee, and I would help them package their work in a way that increased the chance of success.",0,1,0,0,10,1,4,5,1,6,1,1,6,3,3,6,2,7,7,7,7,7,5,5,3,5,3,5,5,5,5,4.5,7,3,4,4.666666667,4,5,4,4,4.25,2,1,,,,,,,54,6,Aptitude Scenario Success,Success,Aptitude,Strategy Dimensions|Mood Dimensions|Effort Dimensions|Aptitude Dimensions|Luck Dimensions|Task Dimensions,Q90|SO4|SO2|SO1|SO3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,"I would work to identify the various factors that led to the low quality of the proposal. Did the employee lack of clear understanding of the proposal requirements? Was it due to poor organization, time management, or not knowing how to ask for help? Then I would discuss these factors with the employee and assess whether they could improve their performance. If I ultimately believed that the employee wasn't capable of doing the work, I would initiate whatever process the company has for dealing with an underperforming employee, usually a series of steps to warn and coach the employee. ",5,,,,,,,,,,,"I would work to identify the various factors that led to the low quality of the proposal. Did the employee lack of clear understanding of the proposal requirements? Was it due to poor organization, time management, or not knowing how to ask for help? Then I would discuss these factors with the employee and assess whether they could improve their performance. If I ultimately believed that the employee wasn't capable of doing the work, I would initiate whatever process the company has for dealing with an underperforming employee, usually a series of steps to warn and coach the employee. ",0,1,0,0,5,3,3,5,2,7,2,3,7,4,6,5,2,7,7,7,7,7,5,3,2,3,4,2,3,2,2,2.625,4,2,2,2.666666667,3,2,3,3,2.75,2,1,,,,,,,65,4,Aptitude Scenario Fail,Fail,Aptitude,Strategy Dimensions|Effort Dimensions|Aptitude Dimensions|Task Dimensions|Luck Dimensions|Mood Dimensions,Q90|SO1|SO2|SO4|SO3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
133,,,,,,,,, / I would sit them down and tell them my reasoning. I would guide them to take a better more effective approach next time.,8,,, / I would sit them down and tell them my reasoning. I would guide them to take a better more effective approach next time.,0,0,0,0,8,4,5,5,3,3,3,2,6,2,3,3,2,6,6,6,6,5,5,4,4,4,4,4,4,4,4,4,6,6,6,6,4,4,4,4,4,2,1,,,,,,,26,4,Strategy Scenario Fail,Fail,Strategy,Aptitude Dimensions|Mood Dimensions|Luck Dimensions|Strategy Dimensions|Task Dimensions|Effort Dimensions,Q90|SO1|SO2|SO4|SO3,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
134,,,,,,,,,"I will privately discuss the issue with the employee and asked what happened, especially if he/she usually submit better quality work. I will let them know it is not acceptable and further action will be made if he/she continue to submit bad proposals.",8,,,"I will privately discuss the issue with the employee and asked what happened, especially if he/she usually submit better quality work. I will let them know it is not acceptable and further action will be made if he/she continue to submit bad proposals.",1,0,0,0,8,4,4,4,5,5,3,4,4,4,3,4,4,4,3,4,3,4,5,3,3,3,3,3,3,3,3,3,3,4,4,3.666666667,3,3,3,3,3,2,,,,,,,1,36,4,Strategy Scenario Fail,Fail,Strategy,Task Dimensions|Effort Dimensions|Strategy Dimensions|Mood Dimensions|Aptitude Dimensions|Luck Dimensions,Q90|SO1|SO3|SO2|SO4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
135,,,"I would give the employee a raise and commend him for how good of a job he's doing. If possible, I'd tell him I'm looking into giving him a promotion.",10,,,,,,,,,"I would give the employee a raise and commend him for how good of a job he's doing. If possible, I'd tell him I'm looking into giving him a promotion.",0,0,0,0,10,1,1,1,1,1,1,1,3,3,3,2,2,7,7,7,7,7,5,3,3,3,2,5,4,4,4,3.5,4,5,5,4.666666667,2,3,3,3,2.75,1,1,,,,,,,28,6,Aptitude Scenario Success,Success,Aptitude,Strategy Dimensions|Luck Dimensions|Effort Dimensions|Mood Dimensions|Aptitude Dimensions|Task Dimensions,Q90|SO2|SO4|SO1|SO3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
136,,,I would be very pleased that my employee is doing so well. I would let others know of the high quality of their work as I prepare to present the proposal to all involved. I would make sure this employee is in a position to be promoted and/or on a fast-track. I would involve this employee more in higher level dealings.  ,9,,,,,,,,,I would be very pleased that my employee is doing so well. I would let others know of the high quality of their work as I prepare to present the proposal to all involved. I would make sure this employee is in a position to be promoted and/or on a fast-track. I would involve this employee more in higher level dealings.  ,0,1,0,0,9,2,2,4,2,3,2,4,5,4,2,2,2,6,7,7,5,2,5,4,4,4,2,4,4,5,5,4,5,5,5,5,3,4,3,3,3.25,2,1,,,,,,,54,5,Aptitude Scenario Success,Success,Aptitude,Luck Dimensions|Mood Dimensions|Task Dimensions|Strategy Dimensions|Effort Dimensions|Aptitude Dimensions,Q90|SO4|SO2|SO3|SO1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
137,,,,,,,I would praise the employee and suggest that he's given a bonus or raise at year's end.,10,,,,,I would praise the employee and suggest that he's given a bonus or raise at year's end.,0,0,0,0,10,4,1,1,1,7,1,1,7,5,4,7,1,4,1,7,7,7,5,3,2,4,3,4,4,5,5,3.75,5,1,1,2.333333333,1,3,3,2,2.25,2,,,,,,,1,39,3,Effort Scenario Success,Success,Effort,Strategy Dimensions|Aptitude Dimensions|Mood Dimensions|Effort Dimensions|Luck Dimensions|Task Dimensions,Q90|SO1|SO4|SO2|SO3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
138,,,,,,,,,I would walk them through what I expect of them and give them another chance. ,7,,,I would walk them through what I expect of them and give them another chance. ,0,0,0,0,7,1,1,2,1,7,1,1,4,5,7,7,1,6,2,7,7,5,5,3,5,5,1,3,4,4,4,3.625,7,7,7,7,4,5,5,4,4.5,1,1,,,,,,,26,5,Strategy Scenario Fail,Fail,Strategy,Strategy Dimensions|Mood Dimensions|Task Dimensions|Aptitude Dimensions|Luck Dimensions|Effort Dimensions,Q90|SO3|SO1|SO4|SO2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0
139,,,,,,,,,i will stop the ineffective strategy. then i will assure give good strategy for company develop.,9,,,i will stop the ineffective strategy. then i will assure give good strategy for company develop.,0,0,0,0,9,5,6,5,6,5,6,5,6,5,5,6,6,5,6,6,4,6,5,3,4,4,3,4,3,4,4,3.625,6,5,5,5.333333333,5,3,4,3,3.75,2,1,,,,,,,28,5,Strategy Scenario Fail,Fail,Strategy,Task Dimensions|Aptitude Dimensions|Effort Dimensions|Mood Dimensions|Strategy Dimensions|Luck Dimensions,Q90|SO4|SO3|SO2|SO1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,,,,,,,,,I would call the employee in and talk about why i think it is ineffective and get their thoughts.,8,,,I would call the employee in and talk about why i think it is ineffective and get their thoughts.,0,0,0,0,8,1,3,2,2,7,2,2,7,2,4,6,2,7,7,7,3,7,5,4,4,4,2,4,4,5,5,4,4,4,4,4,3,3,3,4,3.25,2,1,,,,,,,45,5,Strategy Scenario Fail,Fail,Strategy,Strategy Dimensions|Aptitude Dimensions|Mood Dimensions|Task Dimensions|Effort Dimensions|Luck Dimensions,Q90|SO4|SO3|SO2|SO1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
