"","ID","Apt advice","Apt expectancy","Effort Advice","Effort Expectancy","Strat Advise","Strat Expectancy","Luck Advise","Luck Expectancy","Advice","Strategy_frequency","Strategy_factors","AptOut","AptVar","AptUncon","EffortOut","EffortVar","EffortUncon","MoodOut","MoodVar","MoodUncon","StratOut","StratVar","StratUncon","LuckOut","LuckVar","LuckUncon","TaskOut","TaskVar","TaskUncon","SMS1","SMS2","SMS3","SMS4","SMS5","SMS6","SMO1","SMO2","SMO3","MP1","MP2","MP3","MP4","SO1","SO2","SO3","SO4","SMS_mean","SMO_mean","MP_mean","SO_mean","Expectancy","Gender","Age","Education","Scenario","Effort_Dum","Strategy_Dum","SE_Dum","Justification","Detailed","Possibilities","Resources","Resources_withNotes","HelpingBeh","Prioritization","Quality","Method_Val","Method_Den","Method","BruteForce_Val","BruteForce_Den","Bruteforce_Final","SeekHelp_Val","SeekHelp_Den","SeekHelp","NoteTaking_Val","NoteTaking_Den","NoteTaking","BruteForcePure_Den","BruteForcePure_Val","BruteForce","Combined_Method","Convergent_Method","total_method","Total","Method_bin","BruteForce_bin","aptitude.locus","strategy.locus","effort.locus","aptitude.var","strategy.var","effort.var","aptitude.uncon","strategy.uncon","effort.uncon","LocusOut","Variability","Uncontrollability"
"178",247,"I would create a schedule allocating time to various methodologies of studying/learning i.e. office hours, tutoring, study group, individual group sessions, etc.",8,NA,NA,NA,NA,NA,NA,"I would create a schedule allocating time to various methodologies of studying/learning i.e. office hours, tutoring, study group, individual group sessions, etc.",NA,NA,1,2,3,1,4,2,2,6,3,2,6,3,7,7,7,7,3,6,4,4,4,2,5,5,7,7,7,4,4,4,4,5,5,5,5,4.4,7,4,5,8,2,25,7,"Aptitude",0,0,NA,0,1,0,1,1,0,0,0.4,0,1,1,0,0,0,3,1,3,0,0,0,0,0,0,1,0,1,4,1,0,1,NA,NA,2,NA,NA,3,NA,NA,1,2,3
"179",248,"I would discuss study techniques that might help her do well on the test. I would also suggest that she go to the tutoring center for additional assistance. It would probably help her to discuss her issues with the teacher and ask for ways in which she might improve her scores.",8,NA,NA,NA,NA,NA,NA,"I would discuss study techniques that might help her do well on the test. I would also suggest that she go to the tutoring center for additional assistance. It would probably help her to discuss her issues with the teacher and ask for ways in which she might improve her scores.",NA,NA,4,5,4,2,7,2,3,6,3,3,5,4,7,7,7,4,4,4,3,3,3,3,3,3,4,2,3,4,3,2,3,3,4,3,3,3,3,3,3.25,8,2,38,5,"Aptitude",0,0,NA,1,0.5,0,1,1,1,0,0.5,1,1,1,0,0,0,2,2,2,0,0,0,0,0,0,1,0,1,3,1,0,4,NA,NA,5,NA,NA,4,NA,NA,4,5,4
"180",249,NA,NA,NA,NA,"I would diplomatically suggest that I've seen her take notes and work on the material she has from classes and that I think it might be a good idea for her to try another way of studying. I would then suggest that maybe she could focus on the speaker and try to listen to what he/she is saying, without trying to memorize everything, but rather trying to follow the logic of what is being said, and take a few notes, once in a while when it feels important, but not too often.",8,NA,NA,"I would diplomatically suggest that I've seen her take notes and work on the material she has from classes and that I think it might be a good idea for her to try another way of studying. I would then suggest that maybe she could focus on the speaker and try to listen to what he/she is saying, without trying to memorize everything, but rather trying to follow the logic of what is being said, and take a few notes, once in a while when it feels important, but not too often.",NA,NA,1,6,3,1,7,1,1,7,2,1,5,1,7,7,7,7,4,6,4,4,4,2,5,5,4,4,2,3,4,3,3,4,4,4,4,4.4,3.33333333333333,3.25,4,8,2,57,5,"Strategy",0,1,1,0.5,1,1,0,1,0,1,0.9,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1,0,NA,1,NA,NA,5,NA,NA,1,NA,1,5,1
"181",250,"I would give extra study time everyday. Do not overload yourself or rush yourself. Do not spend too many hours per day studying but spread it out so that it's comfortable and you have time to absorb the information more efficiently. Test yourself ahead of time and study more accordingly!",7,NA,NA,NA,NA,NA,NA,"I would give extra study time everyday. Do not overload yourself or rush yourself. Do not spend too many hours per day studying but spread it out so that it's comfortable and you have time to absorb the information more efficiently. Test yourself ahead of time and study more accordingly!",NA,NA,3,4,3,1,4,3,2,6,2,2,3,1,6,5,7,6,4,5,3,4,4,2,4,3,5,5,5,3,4,4,3,4,5,4,4,3.6,5,3.5,4.25,7,1,32,4,"Aptitude",0,0,NA,1,1,1,0,0,0,0,0.6,2,2,2,0,1,1,0,0,0,0,0,0,1,0,1,2,0,2,3,1,1,3,NA,NA,4,NA,NA,3,NA,NA,3,4,3
"182",251,"Amelia, take notes! Take as many notes as you can. Even if you don't understand a topic, you can still memorize facts about it. Write as quickly as you can while the lecturer is speaking. Also, talking to them about things you don't understand well will help you with learning. If you have good notes, they will generally cover what's on the test.",6,NA,NA,NA,NA,NA,NA,"Amelia, take notes! Take as many notes as you can. Even if you don't understand a topic, you can still memorize facts about it. Write as quickly as you can while the lecturer is speaking. Also, talking to them about things you don't understand well will help you with learning. If you have good notes, they will generally cover what's on the test.",NA,NA,1,4,4,1,4,1,1,6,4,2,4,1,4,7,7,7,2,3,2,3,2,3,3,2,3,3,3,3,3,2,1,3,3,3,3,2.4,3,2.25,3,6,2,40,5,"Aptitude",0,0,NA,1,1,1,1,1,0,0,0.8,0,0,0,0,2,2,1,1,1,1,0,0,2,1,1,0,1,1,3,0,1,1,NA,NA,4,NA,NA,4,NA,NA,1,4,4
"183",252,NA,NA,"I would tell her it is important and to make the test a priority. I would offer to help her study.",6,NA,NA,NA,NA,"I would tell her it is important and to make the test a priority. I would offer to help her study.",NA,NA,1,7,3,1,7,1,1,7,5,1,7,1,7,7,7,7,1,7,3,3,4,3,4,4,7,7,7,4,4,3,2,3,3,3,3,3.6,7,3.25,3,6,2,59,4,"Effort",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,1,NA,NA,7,NA,NA,1,1,7,1
"184",253,NA,NA,"I'd tell her to study a lot and pay attention in class.",11,NA,NA,NA,NA,"I'd tell her to study a lot and pay attention in class.",NA,NA,2,5,4,1,3,3,1,6,4,4,4,4,4,4,4,3,4,4,4,4,4,2,4,4,4,4,4,4,3,5,4,4,5,3,4,4,4,4,4,11,2,28,6,"Effort",1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,2,2,0,0,2,2,2,0,0,NA,NA,1,NA,NA,3,NA,NA,3,1,3,3
"185",254,NA,NA,NA,NA,"We will make practice questions and study the answers of those to better prepare",9,NA,NA,"We will make practice questions and study the answers of those to better prepare",NA,NA,2,2,2,2,2,2,5,6,5,6,6,6,5,6,7,3,4,4,3,4,4,3,3,3,5,5,4,4,3,4,3,3,4,4,3,3.4,4.66666666666667,3.5,3.5,9,1,29,5,"Strategy",0,1,1,0.5,0.5,0,1,1,0,0,0.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,NA,6,NA,NA,6,NA,NA,6,NA,6,6,6
"186",255,NA,NA,NA,NA,"I would advice Amelia to not just mindlessly copy what the lecturer says. I would tell her to write it in her own words so she can understand it better. I would tell her to also find a study partner for the class.",8,NA,NA,"I would advice Amelia to not just mindlessly copy what the lecturer says. I would tell her to write it in her own words so she can understand it better. I would tell her to also find a study partner for the class.",NA,NA,1,1,7,1,7,1,1,7,1,1,6,2,6,6,6,4,2,4,3,3,3,2,3,4,2,3,4,2,4,3,2,3,3,3,3,3.2,3,2.75,3,8,1,24,5,"Strategy",0,1,1,1,0.5,0,1,1,0,0,0.5,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,2,1,0,NA,1,NA,NA,6,NA,NA,2,NA,1,6,2
"187",257,NA,NA,NA,NA,"I would go a different route since the note taking does not seem to be working the best. I would suggest reading more about the topics and trying to create some creative songs or word rhymes to remember certain ideas related to the topic being studied.",8,NA,NA,"I would go a different route since the note taking does not seem to be working the best. I would suggest reading more about the topics and trying to create some creative songs or word rhymes to remember certain ideas related to the topic being studied.",NA,NA,3,5,2,1,4,1,2,4,2,2,5,3,6,5,7,6,4,5,4,3,4,2,4,4,4,3,3,4,5,4,3,3,4,4,4,3.8,3.33333333333333,4,3.75,8,1,32,5,"Strategy",0,1,1,1,1,1,1,1,0,0,0.8,1,2,2,1,0,1,0,0,0,0,0,0,1,0,0,2,1,3,3,1,0,NA,2,NA,NA,5,NA,NA,3,NA,2,5,3
"188",258,"I would advise that Ameilia spend as much time as she can studying for the test. In addition to that, I would advise that she ask the professor to help her recognize the important topics, and also study with other students to compare notes and different perspectives.",9,NA,NA,NA,NA,NA,NA,"I would advise that Ameilia spend as much time as she can studying for the test. In addition to that, I would advise that she ask the professor to help her recognize the important topics, and also study with other students to compare notes and different perspectives.",NA,NA,2,4,2,1,2,1,1,5,1,3,4,2,7,7,7,3,6,4,3,4,5,1,3,3,5,6,5,4,3,3,3,4,2,3,3,3.6,5.33333333333333,3.25,3,9,1,23,5,"Aptitude",0,0,NA,1,0.5,0,1,1,1,1,0.7,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,2,3,1,0,2,NA,NA,4,NA,NA,2,NA,NA,2,4,2
"189",259,"Start studying early and see if there's tutors available for the topic who can help you make sure you're getting it",9,NA,NA,NA,NA,NA,NA,"Start studying early and see if there's tutors available for the topic who can help you make sure you're getting it",NA,NA,2,4,5,1,6,1,2,7,4,1,5,1,6,4,7,5,4,4,3,4,3,3,4,3,4,4,4,4,4,3,3,3,3,3,3,3.4,4,3.5,3,9,2,42,5,"Aptitude",0,0,NA,0,0,0,1,1,1,0,0.2,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,2,0,0,2,NA,NA,4,NA,NA,5,NA,NA,2,4,5
"190",260,"I would advise my friend to ask the lecturer on how to do better on the test.",9,NA,NA,NA,NA,NA,NA,"I would advise my friend to ask the lecturer on how to do better on the test.",NA,NA,3,3,5,4,4,3,4,6,5,4,5,3,4,6,6,5,5,3,3,3,3,3,3,3,3,3,4,4,4,4,3,4,3,3,4,3,3.33333333333333,3.75,3.5,9,1,28,4,"Aptitude",0,0,NA,0,0,0,1,1,1,0,0.2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,3,NA,NA,3,NA,NA,5,NA,NA,3,3,5
"191",263,NA,NA,NA,NA,"I think we need to find a way for you to engage with the material so it makes sense and you can remember it better. Maybe visit a museum or go to a discussion with some friends so that you can better connect with the material.",8,NA,NA,"I think we need to find a way for you to engage with the material so it makes sense and you can remember it better. Maybe visit a museum or go to a discussion with some friends so that you can better connect with the material.",NA,NA,1,4,3,1,7,1,1,7,4,1,4,1,7,7,7,7,7,5,3,3,4,2,4,4,6,6,7,3,3,3,3,3,3,3,3,3.6,6.33333333333333,3,3,8,2,37,4,"Strategy",0,1,1,1,1,1,1,1,0,0,0.8,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1,0,NA,1,NA,NA,4,NA,NA,1,NA,1,4,1
"192",264,NA,NA,"I would ask her if she would like me to quiz her over the materials. I would tell her to pay attention in class more and study more. I would ask her if she could form a study group with a few people from class.",9,NA,NA,NA,NA,"I would ask her if she would like me to quiz her over the materials. I would tell her to pay attention in class more and study more. I would ask her if she could form a study group with a few people from class.",NA,NA,1,2,6,1,7,1,2,7,2,2,6,3,4,4,6,6,4,4,2,2,2,4,2,2,1,1,1,3,4,2,2,3,4,3,3,2,1,2.75,3.25,9,2,37,4,"Effort",1,0,0,0,0.5,1,1,1,0,0,0.5,1,1,1,2,2,2,1,1,1,0,0,0,2,2,0,1,2,3,4,1,0,NA,NA,1,NA,NA,7,NA,NA,1,1,7,1
"193",265,NA,NA,"Amelia you must go to class room regularly. you would study well. you clearly study well and next test you will pass and very good marks.  /",9,NA,NA,NA,NA,"Amelia you must go to class room regularly. you would study well. you clearly study well and next test you will pass and very good marks.  /",NA,NA,6,7,6,6,6,6,6,7,6,7,6,5,6,7,6,6,7,6,4,5,4,5,4,5,7,6,7,4,4,5,5,5,4,4,5,4.4,6.66666666666667,4.5,4.5,9,1,28,5,"Effort",1,0,0,1,0,0,0,0,0,0,0.2,0,0,0,1,2,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,NA,NA,6,NA,NA,6,NA,NA,6,6,6,6
"194",267,"I would tell her she needs to study more on the subject and help her break it down into easily understandable chunks.",8,NA,NA,NA,NA,NA,NA,"I would tell her she needs to study more on the subject and help her break it down into easily understandable chunks.",NA,NA,3,5,5,3,4,1,1,5,4,4,6,2,7,7,7,5,5,4,3,4,3,2,4,4,4,2,5,3,4,3,2,3,4,3,4,3.6,3.66666666666667,3,3.5,8,1,33,5,"Aptitude",0,0,NA,0.5,0,0,1,1,0,0,0.3,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,2,2,1,0,3,NA,NA,5,NA,NA,5,NA,NA,3,5,5
"195",269,NA,NA,"I would tell Amelia to be more attentive in class and put as much effort into studying as she can. I would tell her to look at her study materials and revise them if they are disorganized or outdated. I would offer to help her study if she needed help.",8,NA,NA,NA,NA,"I would tell Amelia to be more attentive in class and put as much effort into studying as she can. I would tell her to look at her study materials and revise them if they are disorganized or outdated. I would offer to help her study if she needed help.",NA,NA,1,1,7,4,5,2,1,6,4,1,5,2,7,7,7,7,7,7,5,5,5,2,5,5,7,7,6,5,5,5,4,4,4,4,5,5,6.66666666666667,4.75,4.25,8,2,44,6,"Effort",1,0,0,1,0.5,1,1,1,0,0,0.7,1,1,1,2,2,2,1,1,1,0,0,0,2,2,0,1,2,3,4,1,0,NA,NA,4,NA,NA,5,NA,NA,2,4,5,2
"196",270,NA,NA,NA,NA,"My first advice is to find out how your friends, who get good grades, prepare for tests. Persoanlly I would try to learn the general concepts and see how they relate to specific examples. I also would only take notes for the important ideas made by the lecturer, not everything said. Simplify  what you are currently doing.",10,NA,NA,"My first advice is to find out how your friends, who get good grades, prepare for tests. Persoanlly I would try to learn the general concepts and see how they relate to specific examples. I also would only take notes for the important ideas made by the lecturer, not everything said. Simplify  what you are currently doing.",NA,NA,1,2,4,1,4,1,1,7,1,1,4,1,7,7,7,7,4,7,4,5,4,1,5,4,6,5,5,3,5,3,2,4,4,3,4,4.4,5.33333333333333,3.25,3.75,10,1,67,5,"Strategy",0,1,1,1,1,0,1,1,0,1,0.8,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,1,0,NA,1,NA,NA,4,NA,NA,1,NA,1,4,1
"197",272,NA,NA,"I would tell her to prioritize studying. She has the materials and resources available to her to do well. It's just a matter of using them and making an effort. Ask questions if she doesn't understand. Be assertive in class. Use practice questions. Envision the outcome that she wants, which is a good grade, and be willing to take the steps to achieving that. Be accountable to somebody like a parent, and tell them when she should be studying and why, and use that for enforcement.",9,NA,NA,NA,NA,"I would tell her to prioritize studying. She has the materials and resources available to her to do well. It's just a matter of using them and making an effort. Ask questions if she doesn't understand. Be assertive in class. Use practice questions. Envision the outcome that she wants, which is a good grade, and be willing to take the steps to achieving that. Be accountable to somebody like a parent, and tell them when she should be studying and why, and use that for enforcement.",NA,NA,2,6,3,2,5,2,3,7,3,2,6,3,4,6,4,4,6,4,3,3,3,4,3,3,5,4,4,2,3,3,2,3,4,3,3,3,4.33333333333333,2.5,3.25,9,2,38,5,"Effort",1,0,0,1,0.5,0,1,1,0,0,0.5,3,2,3,0,2,1,1,0,1,0,0,0,1,1,0,3,1,4,5,1,0,NA,NA,2,NA,NA,5,NA,NA,2,2,5,2
"198",273,NA,NA,NA,NA,"She should use flash cards so that she can remember the topics. She should also quiz herself so that she is more familiar with material. She should also maybe participate in a study group.",8,NA,NA,"She should use flash cards so that she can remember the topics. She should also quiz herself so that she is more familiar with material. She should also maybe participate in a study group.",NA,NA,4,4,3,2,4,4,5,6,5,3,4,5,7,7,7,5,6,4,3,4,4,4,3,3,4,3,4,3,3,3,4,3,4,3,3,3.4,3.66666666666667,3.25,3.25,8,1,33,5,"Strategy",0,1,1,1,1,0,1,1,0,0,0.6,2,2,2,0,0,0,1,1,1,0,0,0,0,0,0,2,0,2,3,1,0,NA,3,NA,NA,4,NA,NA,5,NA,3,4,5
"199",274,"Study more, in a way that's hands on and practical. Solving math problems, or actually writing computer code, for example.",8,NA,NA,NA,NA,NA,NA,"Study more, in a way that's hands on and practical. Solving math problems, or actually writing computer code, for example.",NA,NA,1,1,7,3,7,1,4,7,1,5,7,1,4,7,7,7,2,1,5,5,5,2,5,5,6,3,2,1,1,3,1,5,4,5,5,5,3.66666666666667,1.5,4.75,8,1,20,4,"Aptitude",0,0,NA,0,1,0,0,0,0,0,0.2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,2,1,1,1,NA,NA,1,NA,NA,7,NA,NA,1,1,7
"200",275,"I would offer to study with her. See where she was at in terms of understanding then go over the areas she was unclear on. I think it's only right that a friend helps out another friend.",11,NA,NA,NA,NA,NA,NA,"I would offer to study with her. See where she was at in terms of understanding then go over the areas she was unclear on. I think it's only right that a friend helps out another friend.",NA,NA,1,4,4,1,7,1,1,7,4,4,7,1,7,7,7,5,3,5,3,3,4,2,4,4,5,5,6,4,4,3,4,4,3,3,4,3.6,5.33333333333333,3.75,3.5,11,2,34,5,"Aptitude",0,0,NA,0,0,1,0,0,0,1,0.4,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,NA,NA,4,NA,NA,4,NA,NA,1,4,4
"201",276,NA,NA,NA,NA,"I would be honest with her without being overly harsh. I would tell Amelia that instead of just mindlessly copying what the lecturer says she needs to take time to understand said materials so it will be easier for her.",10,NA,NA,"I would be honest with her without being overly harsh. I would tell Amelia that instead of just mindlessly copying what the lecturer says she needs to take time to understand said materials so it will be easier for her.",NA,NA,2,4,3,1,5,1,1,7,1,2,5,2,7,6,7,5,6,4,2,3,4,3,4,4,4,2,3,5,3,3,2,4,4,4,3,3.4,3,3.25,3.75,10,2,28,4,"Strategy",0,1,1,1,0,1,0,0,0,1,0.6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,NA,2,NA,NA,5,NA,NA,2,NA,2,5,2
"202",278,NA,NA,"Study hard and try to do your best. You should concentrate as well as you can.",7,NA,NA,NA,NA,"Study hard and try to do your best. You should concentrate as well as you can.",NA,NA,4,3,4,1,4,1,1,7,6,1,3,2,7,7,7,7,7,7,3,3,4,2,4,4,4,5,5,4,4,3,3,3,4,3,3,3.6,4.66666666666667,3.5,3.25,7,2,38,5,"Effort",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,2,1,2,0,0,0,2,0,1,NA,NA,1,NA,NA,4,NA,NA,1,1,4,1
"203",279,NA,NA,NA,NA,"I would try to explain to her my strategies for completing a test accurately.  I would also not let her know her hard work isn't in vail",10,NA,NA,"I would try to explain to her my strategies for completing a test accurately.  I would also not let her know her hard work isn't in vail",NA,NA,3,6,2,2,6,2,1,7,7,2,2,6,2,7,7,4,6,6,4,5,5,2,4,4,7,6,2,5,4,5,4,3,3,4,3,4.4,5,4.5,3.25,10,2,58,3,"Strategy",0,1,1,1,0,0,0,0,0,0,0.2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,NA,2,NA,NA,2,NA,NA,6,NA,2,2,6
